Time,Sequence #,Data,Best Gateway,RSSI,SNR
2019-09-12 00:32:26,322,d77e070da201009b023f0d000165352b0002000000012f00,64-7F-DA-FF-FE-00-43-A5,-69,14
2019-09-11 23:32:27,321,d77e01009e023e0d000165b72b0001000000002f00,64-7F-DA-FF-FE-00-43-A5,-71,13.5
2019-09-11 22:32:27,320,d77e070da50100a5023e0d000166ca2b0002000000012f00,64-7F-DA-FF-FE-00-43-A5,-67,11.5
2019-09-11 21:32:28,319,d77e0100ac023f0d000167ea2b0002000000012f00,64-7F-DA-FF-FE-00-43-A5,-66,12.8
2019-09-11 20:32:29,318,d77e070da70100b7023e0d000169a72b0002000000012f00,64-7F-DA-FF-FE-00-43-A5,-65,12.5
2019-09-11 19:32:29,317,d77e0100bf023e0d00016b0f2b0003000000022f00,64-7F-DA-FF-FE-00-43-A5,-66,10.8
2019-09-11 18:32:30,316,d77e070dac0100d9023e0d00016f202b0003000000022f00,64-7F-DA-FF-FE-00-43-A5,-67,13.2
2019-09-11 17:32:30,315,d77e0100f0023e0d000172cc2b0004000000032f00,64-7F-DA-FF-FE-00-43-A5,-67,12
2019-09-11 16:32:31,314,d77e070db10100fd023f0d000175102b0005000000042f01,64-7F-DA-FF-FE-00-43-A5,-66,10.2
2019-09-11 15:32:32,313,d77e01011e023d0d00017a412b000c000000092f01,72-76-FF-00-2E-05-04-F8,-108,-8
2019-09-11 15:32:32,313,d77e01011e023d0d00017a412b000c000000092f01,64-7F-DA-FF-FE-00-51-DB,-101,3.5
2019-09-11 15:32:32,313,d77e01011e023d0d00017a412b000c000000092f01,64-7F-DA-FF-FE-00-43-A5,-69,13.5
2019-09-11 14:32:32,312,d77e070db601011b023f0d00017a242b000a000000082f02,64-7F-DA-FF-FE-00-43-A5,-68,12.8
2019-09-11 13:32:33,311,d77e010133023e0d00017dee2b000a000000082f09,64-7F-DA-FF-FE-00-43-A5,-68,12.2
2019-09-11 12:32:34,310,d77e070d9801012a02410d00017c292b000d0000000a2f09,64-7F-DA-FF-FE-00-51-DB,-93,-4.8
2019-09-11 12:32:34,310,d77e070d9801012a02410d00017c292b000d0000000a2f09,64-7F-DA-FF-FE-00-43-A5,-67,11.8
2019-09-11 11:32:34,309,d77e01013302420d00017d612b000e0000000b2f09,64-7F-DA-FF-FE-00-43-A5,-67,12.5
2019-09-11 10:32:35,308,d77e070d9801010402470d000175e02b000d0000000a2f09,72-76-FF-00-2E-05-04-F8,-107,-1
2019-09-11 10:32:35,308,d77e070d9801010402470d000175e02b000d0000000a2f09,64-7F-DA-FF-FE-00-43-A5,-67,12
2019-09-11 09:32:36,307,d77e0100ee024a0d000171e32b00130000000f2f09,72-76-FF-00-2E-05-04-F8,-102,-13
2019-09-11 09:32:36,307,d77e0100ee024a0d000171e32b00130000000f2f09,64-7F-DA-FF-FE-00-43-A5,-71,13.5
2019-09-11 08:32:36,306,d77e070da90100c7024c0d00016c092b00210000001a2f00,64-7F-DA-FF-FE-00-43-A5,-75,11.8
2019-09-11 07:32:37,305,d77e0100bb024b0d00016a312b001e000000182f00,64-7F-DA-FF-FE-00-43-A5,-72,-3.8
2019-09-11 06:32:38,304,d77e070da70100ae024b0d0001682e2b001f000000192f00,64-7F-DA-FF-FE-00-43-A5,-71,12
2019-09-11 05:32:38,303,d77e0100ad024b0d000167ed2b001d000000172f00,64-7F-DA-FF-FE-00-43-A5,-72,12.8
2019-09-11 04:32:39,302,d77e070da70100ac024a0d000167b02b0015000000112f00,64-7F-DA-FF-FE-00-43-A5,-71,12.2
2019-09-11 03:32:40,301,d77e0100ab02490d000167772b00110000000d2f00,64-7F-DA-FF-FE-00-43-A5,-72,12.5
2019-09-11 02:32:40,300,d77e070da70100ab02490d0001676a2b00120000000e2f00,64-7F-DA-FF-FE-00-43-A5,-67,11.8
2019-09-11 01:32:41,299,d77e0100a802480d000166cf2b000f0000000c2f00,64-7F-DA-FF-FE-00-43-A5,-68,12
2019-09-11 00:32:42,298,d77e070da70100a502470d000166612b00100000000d2f00,64-7F-DA-FF-FE-00-43-A5,-69,11.2
2019-09-10 23:32:42,297,d77e0100a202470d000165dc2b00100000000d2f00,64-7F-DA-FF-FE-00-43-A5,-67,10.5
2019-09-10 22:32:43,296,d77e070da501009e02460d000165282b000e0000000b2f00,64-7F-DA-FF-FE-00-43-A5,-69,12.5
2019-09-10 21:32:43,295,d77e0100a202440d000165cd2b0016000000112f00,64-7F-DA-FF-FE-00-43-A5,-71,11.5
2019-09-10 20:32:44,294,d77e070da70100ab02430d0001670d2b000f0000000c2f00,64-7F-DA-FF-FE-00-43-A5,-69,13
2019-09-10 19:32:45,293,d77e0100b402410d0001683e2b0009000000072f00,64-7F-DA-FF-FE-00-43-A5,-71,12.8
2019-09-10 18:32:45,292,d77e070da90100bd023e0d000169712b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-71,13
2019-09-10 17:32:46,291,d77e0100c7023c0d00016ab72b0005000000042f00,64-7F-DA-FF-FE-00-51-DB,-94,6.5
2019-09-10 17:32:46,291,d77e0100c7023c0d00016ab72b0005000000042f00,64-7F-DA-FF-FE-00-43-A5,-68,12.5
2019-09-10 16:32:47,290,d77e070da90100ca023b0d00016b252b0004000000032f00,64-7F-DA-FF-FE-00-43-A5,-68,13
2019-09-10 15:32:47,289,d77e0100cd023a0d00016b8a2b0007000000052f01,64-7F-DA-FF-FE-00-43-A5,-69,13.2
2019-09-10 14:32:48,288,d77e070dac0100d202390d00016c5c2b0006000000042f02,64-7F-DA-FF-FE-00-43-A5,-71,12.2
2019-09-10 13:32:49,287,d77e0100cb02390d00016b572b0005000000032f00,64-7F-DA-FF-FE-00-43-A5,-69,4.2
2019-09-10 12:32:49,286,d77e070d940100e102380d00016e932b0005000000042f09,64-7F-DA-FF-FE-00-43-A5,-67,13.5
2019-09-10 11:32:50,285,d77e0100dd023a0d00016dad2b0006000000042f09,64-7F-DA-FF-FE-00-43-A5,-69,13
2019-09-10 10:32:51,284,d77e070d8f0100d7023b0d00016cab2b0006000000042f09,64-7F-DA-FF-FE-00-43-A5,-73,12.8
2019-09-10 09:32:51,283,d77e0100bb023e0d000168912b000a000000082f09,64-7F-DA-FF-FE-00-43-A5,-71,12.5
2019-09-10 08:32:52,282,d77e070da001008c02420d000161f72b000b000000082f01,64-7F-DA-FF-FE-00-43-A5,-72,12
2019-09-10 07:32:53,281,d77e01009702420d000163592b000b000000082f00,64-7F-DA-FF-FE-00-43-A5,-67,12.5
2019-09-10 06:32:54,280,d77e070d9d01007202430d00015e482b000d0000000a2f00,72-76-FF-00-2E-05-04-F8,-111,-7.8
2019-09-10 06:32:53,280,d77e070d9d01007202430d00015e482b000d0000000a2f00,64-7F-DA-FF-FE-00-43-A5,-68,13.5
2019-09-10 05:32:54,279,d77e01007602430d00015ecf2b000e0000000b2f00,72-76-FF-00-2E-05-04-F8,-108,1
2019-09-10 05:32:54,279,d77e01007602430d00015ecf2b000e0000000b2f00,64-7F-DA-FF-FE-00-43-A5,-67,12.8
2019-09-10 04:32:55,278,d77e070d9d01007b02410d00015f7b2b000c000000092f00,64-7F-DA-FF-FE-00-43-A5,-68,13.8
2019-09-10 03:32:55,277,d77e01007c02400d00015f972b000b000000082f00,64-7F-DA-FF-FE-00-43-A5,-68,12.5
2019-09-10 02:32:56,276,d77e070da0010081023f0d000160322b0008000000062f00,64-7F-DA-FF-FE-00-43-A5,-67,11.8
2019-09-10 01:32:57,275,d77e010085023e0d000160c12b0008000000062f00,64-7F-DA-FF-FE-00-43-A5,-69,14
2019-09-10 00:32:57,274,d77e070da2010088023d0d000161282b000a000000082f00,64-7F-DA-FF-FE-00-43-A5,-65,11.5
2019-09-09 23:32:58,273,d77e01008e023c0d000161fe2b0009000000072f00,64-7F-DA-FF-FE-00-43-A5,-67,12.2
2019-09-09 22:32:59,272,d77e070da2010094023b0d000162da2b0007000000052f00,64-7F-DA-FF-FE-00-40-AB,-104,1.8
2019-09-09 22:32:58,272,d77e070da2010094023b0d000162da2b0007000000052f00,64-7F-DA-FF-FE-00-43-A5,-67,11.8
2019-09-09 21:32:59,271,d77e01009d02390d000164122b000b000000082f00,64-7F-DA-FF-FE-00-43-A5,-69,12.5
2019-09-09 20:33:00,270,d77e070da50100a402380d000164f82b000c000000092f00,64-7F-DA-FF-FE-00-43-A5,-67,14
2019-09-09 19:33:00,269,d77e0100aa02370d000165d42b0004000000022f00,64-7F-DA-FF-FE-00-43-A5,-69,11.5
2019-09-09 18:33:01,268,d77e070da70100b102360d000166fb2b0004000000032f00,64-7F-DA-FF-FE-00-43-A5,-67,13.8
2019-09-09 17:33:02,267,d77e0100ba02360d000168312b0003000000022f00,64-7F-DA-FF-FE-00-43-A5,-67,13
2019-09-09 16:33:02,266,d77e070da90100b902360d000168202b0003000000022f01,64-7F-DA-FF-FE-00-43-A5,-68,12.2
2019-09-09 15:33:03,265,d77e0100bd02360d0001689b2b0003000000022f01,64-7F-DA-FF-FE-00-43-A5,-69,11.2
2019-09-09 14:33:04,264,d77e070da70100bd02370d000168c22b0003000000022f02,64-7F-DA-FF-FE-00-43-A5,-67,13.2
2019-09-09 13:33:04,263,d77e0100e402360d00016e0f2b0004000000032f09,64-7F-DA-FF-FE-00-43-A5,-65,9
2019-09-09 12:33:05,262,d77e070da70100c302370d000169a92b0006000000042f03,64-7F-DA-FF-FE-00-43-A5,-66,12.5
2019-09-09 11:33:06,261,d77e0100b802390d000168212b0004000000032f09,64-7F-DA-FF-FE-00-43-A5,-72,11.5
2019-09-09 10:33:06,260,d77e070d8a0100d702380d00016c942b0003000000022f09,64-7F-DA-FF-FE-00-43-A5,-67,10
2019-09-09 09:33:07,259,d77e0100c2023b0d0001696c2b0003000000022f09,64-7F-DA-FF-FE-00-43-A5,-68,11.8
2019-09-09 08:33:07,258,d77e070da20100c2023c0d000169102b0003000000022f09,64-7F-DA-FF-FE-00-43-A5,-69,14.2
2019-09-09 07:33:08,257,d77e01008902400d000161242b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-66,12.5
2019-09-09 06:33:09,256,d77e070da201007f02410d00015fd72b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-64,11.8
2019-09-09 05:33:10,255,d77e01007f02400d00015fbf2b0002000000012f00,64-7F-DA-FF-FE-00-43-A5,-68,12.8
2019-09-09 04:33:10,254,d77e070d9d01007702400d00015eb52b0002000000012f00,64-7F-DA-FF-FE-00-43-A5,-66,12.8
2019-09-09 03:33:12,253,d77e01007902400d00015ee42b0002000000012f00,64-7F-DA-FF-FE-00-43-A5,-66,12.8
2019-09-09 02:33:11,252,d77e070da001007d023f0d00015f772b0002000000012f00,64-7F-DA-FF-FE-00-43-A5,-67,13
2019-09-09 01:33:12,251,d77e010081023f0d000160232b0002000000012f00,64-7F-DA-FF-FE-00-43-A5,-66,11
2019-09-09 00:33:12,250,d77e070da2010088023e0d0001610e2b0002000000012f00,64-7F-DA-FF-FE-00-43-A5,-66,11.8
2019-09-08 23:33:13,249,d77e010093023d0d000162912b0002000000012f00,64-7F-DA-FF-FE-00-43-A5,-65,11.8
2019-09-08 22:33:14,248,d77e070da701009c023d0d000163f52b0002000000012f00,64-7F-DA-FF-FE-00-43-A5,-68,11
2019-09-08 21:33:15,247,d77e01009f023d0d0001647e2b0003000000022f00,64-7F-DA-FF-FE-00-43-A5,-66,12.5
2019-09-08 20:33:15,246,d77e070da20100a1023d0d000164bd2b0003000000022f00,64-7F-DA-FF-FE-00-43-A5,-65,12.2
2019-09-08 19:33:16,245,d77e0100a7023c0d000165b32b0003000000022f00,64-7F-DA-FF-FE-00-43-A5,-66,12.8
2019-09-08 18:33:17,244,d77e070da70100b8023b0d0001682a2b0003000000022f00,64-7F-DA-FF-FE-00-43-A5,-66,13.5
2019-09-08 17:33:17,243,d77e0100c5023a0d00016a112b0003000000022f00,64-7F-DA-FF-FE-00-43-A5,-69,13.5
2019-09-08 16:33:18,242,d77e070dac0100cc023a0d00016b1f2b0002000000012f01,64-7F-DA-FF-FE-00-43-A5,-67,12
2019-09-08 15:33:19,241,d77e0100d2023b0d00016c022b0002000000012f02,64-7F-DA-FF-FE-00-43-A5,-68,13.2
2019-09-08 14:33:19,240,d77e070da70100d8023c0d00016cb52b0002000000012f07,64-7F-DA-FF-FE-00-43-A5,-75,13.2
2019-09-08 13:33:20,239,d77e0100bd023e0d000169062b0003000000022f00,64-7F-DA-FF-FE-00-43-A5,-68,13.5
2019-09-08 12:33:21,238,d77e070da70100b6023f0d0001681c2b0002000000012f00,64-7F-DA-FF-FE-00-43-A5,-66,13.2
2019-09-08 11:33:21,237,d77e010102023c0d000173052b0003000000022f09,64-7F-DA-FF-FE-00-43-A5,-65,13.5
2019-09-08 10:33:22,236,d77e070da90100d102410d00016ba02b0004000000032f02,64-7F-DA-FF-FE-00-43-A5,-66,13.5
2019-09-08 09:33:22,235,d77e0100a502450d000165412b000a000000082f01,64-7F-DA-FF-FE-00-43-A5,-66,11.8
2019-09-08 08:33:23,234,d77e070da501009e02460d000164502b0009000000072f00,64-7F-DA-FF-FE-00-43-A5,-68,12.8
2019-09-08 07:33:24,233,d77e01008b02470d0001618f2b000c000000092f00,64-7F-DA-FF-FE-00-43-A5,-66,12.8
2019-09-08 06:33:24,232,d77e070da201008902470d000161432b000f0000000c2f00,64-7F-DA-FF-FE-00-43-A5,-65,12.5
2019-09-08 05:33:25,231,d77e01008802470d000161132b0016000000112f00,64-7F-DA-FF-FE-00-43-A5,-71,11.8
2019-09-08 04:33:26,230,d77e070da201008802470d000161172b000f0000000c2f00,72-76-FF-00-2E-05-04-F8,-106,-8
2019-09-08 04:33:26,230,d77e070da201008802470d000161172b000f0000000c2f00,64-7F-DA-FF-FE-00-43-A5,-71,12.8
2019-09-08 03:33:26,229,d77e01008e02460d000161f92b000d0000000a2f00,64-7F-DA-FF-FE-00-43-A5,-71,12.8
2019-09-08 02:33:27,228,d77e070da201009102460d000162312b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-69,13.8
2019-09-08 01:33:28,227,d77e01008d02450d0001619e2b0007000000052f00,64-7F-DA-FF-FE-00-43-A5,-68,12.2
2019-09-08 00:33:28,226,d77e070da201008c02450d0001618f2b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-68,12.2
2019-09-07 23:33:29,225,d77e01009902430d000163392b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-68,14
2019-09-07 22:33:30,224,d77e070da201009702430d000162eb2b0004000000032f00,72-76-FF-00-2E-05-04-F8,-100,-10
2019-09-07 22:33:29,224,d77e070da201009702430d000162eb2b0004000000032f00,64-7F-DA-FF-FE-00-43-A5,-68,11.8
2019-09-07 21:33:30,223,d77e01009702430d000162e82b0005000000042f00,64-7F-DA-FF-FE-00-43-A5,-69,12.8
2019-09-07 20:33:31,222,d77e070da201009602420d000162bc2b0005000000042f00,64-7F-DA-FF-FE-00-43-A5,-64,12.5
2019-09-07 19:33:32,221,d77e01009802410d000163062b0007000000052f00,64-7F-DA-FF-FE-00-51-DB,-96,1.8
2019-09-07 19:33:32,221,d77e01009802410d000163062b0007000000052f00,64-7F-DA-FF-FE-00-40-AB,-95,1
2019-09-07 19:33:32,221,d77e01009802410d000163062b0007000000052f00,64-7F-DA-FF-FE-00-43-A5,-66,11.5
2019-09-07 18:33:32,220,d77e070da70100a002400d0001641e2b0008000000062f00,64-7F-DA-FF-FE-00-51-DB,-98,3
2019-09-07 18:33:32,220,d77e070da70100a002400d0001641e2b0008000000062f00,64-7F-DA-FF-FE-00-43-A5,-67,8.8
2019-09-07 17:33:33,219,d77e0100a4023d0d000164b42b0008000000062f00,64-7F-DA-FF-FE-00-40-AB,-99,3.8
2019-09-07 17:33:33,219,d77e0100a4023d0d000164b42b0008000000062f00,64-7F-DA-FF-FE-00-43-A5,-74,13
2019-09-07 16:33:33,218,d77e070da70100bf02390d0001687c2b0008000000062f00,64-7F-DA-FF-FE-00-43-A5,-66,13.2
2019-09-07 15:33:34,217,d77e0100d002360d00016b092b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-66,13.2
2019-09-07 14:33:35,216,d77e070dac0100da02350d00016c9d2b0005000000042f00,64-7F-DA-FF-FE-00-43-A5,-64,11.5
2019-09-07 13:33:35,215,d77e0100e802360d00016ed62b0005000000032f09,64-7F-DA-FF-FE-00-43-A5,-69,13.5
2019-09-07 12:33:36,214,d77e070d940100fd02360d000171ed2b0004000000032f09,64-7F-DA-FF-FE-00-43-A5,-67,11.5
2019-09-07 11:33:37,213,d77e0100ed02390d00016fa22b0004000000032f09,64-7F-DA-FF-FE-00-43-A5,-69,13.8
2019-09-07 10:33:37,212,d77e070d940100df023c0d00016d6a2b0005000000042f09,64-7F-DA-FF-FE-00-43-A5,-66,12.2
2019-09-07 09:33:38,211,d77e0100e6023d0d00016e152b0005000000042f09,64-7F-DA-FF-FE-00-51-DB,-102,1.8
2019-09-07 09:33:38,211,d77e0100e6023d0d00016e152b0005000000042f09,64-7F-DA-FF-FE-00-43-A5,-65,8.2
2019-09-07 08:33:39,210,d77e070da70100b202410d000166b32b0006000000042f01,64-7F-DA-FF-FE-00-43-A5,-66,12.2
2019-09-07 07:33:39,209,d77e0100a002420d000164152b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-68,13.8
2019-09-07 06:33:40,208,d77e070da501009902420d000163062b0005000000042f00,64-7F-DA-FF-FE-00-43-A5,-71,10.8
2019-09-07 05:33:40,207,d77e0100a002410d000163f02b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-68,13
2019-09-07 04:33:41,206,d77e070da20100a402400d000164892b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-67,11.8
2019-09-07 03:33:42,205,d77e0100a9023f0d000165342b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-66,12.5
2019-09-07 02:33:42,204,d77e070da70100aa023e0d000165592b0005000000042f00,64-7F-DA-FF-FE-00-43-A5,-71,13.2
2019-09-07 01:33:43,203,d77e0100ae023d0d000165d02b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-69,13
2019-09-07 00:33:44,202,d77e070da70100b2023c0d000166652b0005000000042f00,64-7F-DA-FF-FE-00-43-A5,-69,12.8
2019-09-06 23:33:45,201,d77e0100b3023b0d000166832b0003000000022f00,64-7F-DA-FF-FE-00-43-A5,-69,13.8
2019-09-06 22:33:45,200,d77e070da70100b8023b0d000167462b0004000000032f00,64-7F-DA-FF-FE-00-40-AB,-107,3.8
2019-09-06 22:33:45,200,d77e070da70100b8023b0d000167462b0004000000032f00,64-7F-DA-FF-FE-00-43-A5,-68,11.2
2019-09-06 21:33:46,199,d77e0100bb023b0d000167c42b0004000000022f00,64-7F-DA-FF-FE-00-43-A5,-72,13
2019-09-06 20:33:47,198,d77e070da90100bf023a0d0001684d2b0004000000032f00,64-7F-DA-FF-FE-00-43-A5,-68,13
2019-09-06 19:33:47,197,d77e0100c902390d000169b12b0006000000042f00,64-7F-DA-FF-FE-00-40-AB,-102,0.2
2019-09-06 19:33:47,197,d77e0100c902390d000169b12b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-71,12.2
2019-09-06 18:33:48,196,d77e070dac0100d502370d00016b622b0005000000042f00,72-76-FF-00-2E-05-04-F8,-103,-7
2019-09-06 18:33:48,196,d77e070dac0100d502370d00016b622b0005000000042f00,64-7F-DA-FF-FE-00-43-A5,-68,13
2019-09-06 17:33:48,195,d77e0100e202360d00016d682b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-71,13.2
2019-09-06 16:33:49,194,d77e070db10100ea02350d00016e8c2b0005000000042f01,64-7F-DA-FF-FE-00-43-A5,-68,12
2019-09-06 15:33:50,193,d77e0100e602350d00016e0d2b0005000000032f01,64-7F-DA-FF-FE-00-43-A5,-71,13
2019-09-06 14:33:50,192,d77e070dac0100e702360d00016e592b0004000000032f04,64-7F-DA-FF-FE-00-43-A5,-73,12.2
2019-09-06 13:33:51,191,d77e0100ff02370d000171ec2b0006000000042f09,64-7F-DA-FF-FE-00-43-A5,-68,14
2019-09-06 12:33:52,190,d77e070d980100ef023a0d00016f912b0007000000052f09,64-7F-DA-FF-FE-00-43-A5,-66,13.2
2019-09-06 11:33:52,189,d77e0100e0023c0d00016d0c2b000a000000082f09,64-7F-DA-FF-FE-00-43-A5,-73,12.8
2019-09-06 10:33:53,188,d77e070da50100c2023f0d000168722b000b000000082f09,64-7F-DA-FF-FE-00-51-DB,-102,-5.5
2019-09-06 09:33:54,187,d77e0100a402410d000164332b000c000000092f00,64-7F-DA-FF-FE-00-51-DB,-98,4.5
2019-09-06 08:33:54,186,d77e070da20100a202410d000163cb2b000a000000082f00,64-7F-DA-FF-FE-00-43-A5,-72,12.8
2019-09-06 07:33:55,185,d77e01009302410d000161ad2b000a000000082f00,64-7F-DA-FF-FE-00-43-A5,-72,11.5
2019-09-06 06:33:56,184,d77e070da501008e02410d000160f52b000a000000082f00,64-7F-DA-FF-FE-00-43-A5,-68,13.8
2019-09-06 05:33:56,183,d77e01009602400d000162002b0008000000062f00,64-7F-DA-FF-FE-00-43-A5,-81,13
2019-09-06 04:33:57,182,d77e070da201009c023e0d000162d02b0008000000062f00,64-7F-DA-FF-FE-00-43-A5,-72,12.2
2019-09-06 03:33:57,181,d77e01009f023e0d000163472b0009000000072f00,64-7F-DA-FF-FE-00-43-A5,-68,11.5
2019-09-06 02:33:58,180,d77e070da50100a0023c0d000163552b000b000000082f00,72-76-FF-00-2E-05-04-F8,-105,-2
2019-09-06 02:33:58,180,d77e070da50100a0023c0d000163552b000b000000082f00,64-7F-DA-FF-FE-00-43-A5,-68,13.5
2019-09-06 01:34:03,179,d77e0100a5023b0d000163ec2b0009000000072f00,72-76-FF-00-2E-05-04-F8,-109,-3
2019-09-06 01:33:59,179,d77e0100a5023b0d000163ec2b0009000000072f00,64-7F-DA-FF-FE-00-43-A5,-72,12.8
2019-09-06 00:33:59,178,d77e070da70100ab02390d000164e02b0009000000072f00,64-7F-DA-FF-FE-00-43-A5,-72,12.8
2019-09-05 23:34:00,177,d77e0100b402380d0001661d2b0009000000072f00,64-7F-DA-FF-FE-00-43-A5,-69,12.2
2019-09-05 22:34:01,176,d77e070da70100b602360d000166662b000a000000082f00,64-7F-DA-FF-FE-00-43-A5,-71,13
2019-09-05 21:34:01,175,d77e0100bf02350d000167a22b0009000000072f00,64-7F-DA-FF-FE-00-43-A5,-75,13
2019-09-05 20:34:02,174,d77e070dac0100c602340d000168a12b0007000000052f00,64-7F-DA-FF-FE-00-43-A5,-71,10.8
2019-09-05 19:34:03,173,d77e0100cf02340d000169f92b0005000000042f00,72-76-FF-00-2E-05-04-F8,-104,-2
2019-09-05 19:34:03,173,d77e0100cf02340d000169f92b0005000000042f00,64-7F-DA-FF-FE-00-43-A5,-72,11.8
2019-09-05 18:34:03,172,d77e070dac0100da02330d00016b992b0006000000042f00,64-7F-DA-FF-FE-00-43-A5,-64,12
2019-09-05 17:34:04,171,d77e0100e202330d00016cdc2b0005000000042f00,64-7F-DA-FF-FE-00-43-A5,-72,12.2
2019-09-05 16:34:05,170,d77e070dae0100e502330d00016d772b0006000000042f01,64-7F-DA-FF-FE-00-43-A5,-71,11.5
2019-09-05 15:34:05,169,d77e0100ea02330d00016e682b0005000000042f01,64-7F-DA-FF-FE-00-43-A5,-77,13.8
2019-09-05 14:34:06,168,d77e070db10100f802330d000170ce2b0004000000032f03,64-7F-DA-FF-FE-00-43-A5,-75,13
